mfcc,melspectrogram
-19.309086,0.23334458
-17.656967,0.34708542
-18.037346,0.3920811
-19.446705,0.2814678
-19.74514,0.5237825
-19.221527,0.20037039
-18.527859,0.34738016
-18.40506,0.30281058
-17.739153,0.5614295
-18.561287,0.14619349
-19.071499,0.26496777
-18.99545,0.11634072
-18.46893,0.2017115
-19.069674,0.18895113
-18.715702,0.32038584
-18.66399,0.25769717
-17.862421,0.6585239
-19.561172,0.21874765
-21.1908,0.0541903
-22.35946,0.039380424
-17.678747,0.3945485
-18.379986,0.3980128
-18.377323,0.47456166
-17.32042,0.9335499
-16.598106,0.6484908
-17.947155,0.1650732
-18.815004,0.21811105
-18.436811,0.207544
-18.453829,0.36711097
-18.746824,0.28427896
-18.470436,0.35196677
-17.433815,0.3909484
-18.900951,0.40339124
-18.451372,0.8074924
-19.124714,0.93721306
-18.444769,0.18291761
-17.858881,0.19337887
-18.806133,0.26236504
-18.353336,0.31652185
-18.194324,0.68581986
-21.806799,0.053942677
-19.160625,0.17797711
-18.834934,0.62228054
-20.685635,0.15631187
-18.75758,0.20438698
-17.812656,0.28252912
-19.025597,0.2328067
-19.540401,0.332501
-19.531776,0.4742804
-19.049736,0.33472112
-19.319498,0.09495294
-18.493916,0.25352737
-19.521606,0.37630573
-19.107258,0.476229
-18.52212,0.40547752
-18.08481,0.21151543
-18.995468,0.16914949
-19.183977,0.5416203
-19.392591,0.080508366
-19.051832,0.19066226
-18.65781,0.5175164
-19.033716,0.3608287
-18.449923,0.20398456
-20.498339,0.08918509
-18.92017,0.3315617
-18.057684,0.8841521
-19.31854,0.14497882
